"","cds","rna","GeneID","Name","gene_name","description","protein_id"
"mapping_line","13942","15746","GeneID:100761571,Genbank:XP_003504287.1","XP_003504287.1","Pfkfb4","6-phosphofructo-2-kinase/fructose-2%2C6-bisphosphatase 4 isoform X3","XP_003504287.1"
"mapping_line","13943","15745","GeneID:100761571,Genbank:XP_007642971.1","XP_007642971.1","Pfkfb4","6-phosphofructo-2-kinase/fructose-2%2C6-bisphosphatase 4 isoform X2","XP_007642971.1"
"mapping_line","13944","15747","GeneID:100767096,Genbank:XP_003504305.1","XP_003504305.1","Shisa5","protein shisa-5 isoform X1","XP_003504305.1"
"mapping_line","13945","15748","GeneID:100761854,Genbank:XP_003504288.2","XP_003504288.2","Trex1","three prime repair exonuclease 1","XP_003504288.2"
"mapping_line","13946","15749","GeneID:100762140,Genbank:XP_007642972.1","XP_007642972.1","Atrip","ATR-interacting protein isoform X2","XP_007642972.1"
"mapping_line","13947","15750","GeneID:100762140,Genbank:XP_003504289.1","XP_003504289.1","Atrip","ATR-interacting protein isoform X1","XP_003504289.1"
"mapping_line","13948","15751","GeneID:100762437,Genbank:XP_003504290.2","XP_003504290.2","Ccdc51","coiled-coil domain-containing protein 51","XP_003504290.2"
"mapping_line","13949","15754","GeneID:100762729,Genbank:XP_007642973.1","XP_007642973.1","Plxnb1","plexin-B1 isoform X1","XP_007642973.1"
"mapping_line","13950","15755","GeneID:100762729,Genbank:XP_007642974.1","XP_007642974.1","Plxnb1","plexin-B1 isoform X2","XP_007642974.1"
"mapping_line","13951","15756","GeneID:100763018,Genbank:XP_003504292.1","XP_003504292.1","Fbxw12","F-box/WD repeat-containing protein 12","XP_003504292.1"
"mapping_line","13952","15757","GeneID:100767379,Genbank:XP_007642975.1","XP_007642975.1","Spink8","serine protease inhibitor Kazal-type 8","XP_007642975.1"
"mapping_line","13953","15759","GeneID:100763307,Genbank:XP_003504293.1","XP_003504293.1","Nme6","nucleoside diphosphate kinase 6","XP_003504293.1"
"mapping_line","13954","15760","GeneID:100763307,Genbank:XP_007642976.1","XP_007642976.1","Nme6","nucleoside diphosphate kinase 6","XP_007642976.1"
"mapping_line","13955","15761","GeneID:100763307,Genbank:XP_007642977.1","XP_007642977.1","Nme6","nucleoside diphosphate kinase 6","XP_007642977.1"
"mapping_line","13956","15758","GeneID:100763307,Genbank:XP_007642978.1","XP_007642978.1","Nme6","nucleoside diphosphate kinase 6","XP_007642978.1"
"mapping_line","13957","15762","GeneID:100763307,Genbank:XP_007642979.1","XP_007642979.1","Nme6","nucleoside diphosphate kinase 6","XP_007642979.1"
"mapping_line","13958","15763","GeneID:100767672,Genbank:XP_007642983.1","XP_007642983.1","Camp","cathelicidin antimicrobial peptide isoform X2","XP_007642983.1"
"mapping_line","13959","15766","GeneID:100767672,Genbank:XP_007642981.1","XP_007642981.1","Camp","cathelicidin antimicrobial peptide isoform X1","XP_007642981.1"
"mapping_line","13960","15764","GeneID:100767672,Genbank:XP_007642982.1","XP_007642982.1","Camp","cathelicidin antimicrobial peptide isoform X1","XP_007642982.1"
"mapping_line","13961","15765","GeneID:100767672,Genbank:XP_007642984.1","XP_007642984.1","Camp","cathelicidin antimicrobial peptide isoform X3","XP_007642984.1"
"mapping_line","13962","15767","GeneID:100767961,Genbank:XP_007643004.1","XP_007643004.1","Cdc25a","M-phase inducer phosphatase 1 isoform X1","XP_007643004.1"
"mapping_line","13963","15768","GeneID:100763590,Genbank:XP_007642988.1","XP_007642988.1","Map4","microtubule-associated protein 4 isoform X5","XP_007642988.1"
"mapping_line","13964","15769","GeneID:100763590,Genbank:XP_007642985.1","XP_007642985.1","Map4","microtubule-associated protein 4 isoform X2","XP_007642985.1"
"mapping_line","13965","15770","GeneID:100763590,Genbank:XP_003504294.1","XP_003504294.1","Map4","microtubule-associated protein 4 isoform X1","XP_003504294.1"
"mapping_line","13966","15771","GeneID:100763590,Genbank:XP_007642986.1","XP_007642986.1","Map4","microtubule-associated protein 4 isoform X3","XP_007642986.1"
"mapping_line","13967","15772","GeneID:100763590,Genbank:XP_007642987.1","XP_007642987.1","Map4","microtubule-associated protein 4 isoform X4","XP_007642987.1"
"mapping_line","13969","15778","GeneID:100763879,Genbank:XP_007642989.1","XP_007642989.1","Dhx30","putative ATP-dependent RNA helicase DHX30 isoform X4","XP_007642989.1"
"mapping_line","13970","15776","GeneID:100763879,Genbank:XP_007642990.1","XP_007642990.1","Dhx30","putative ATP-dependent RNA helicase DHX30 isoform X4","XP_007642990.1"
"mapping_line","13971","15774","GeneID:100763879,Genbank:XP_007642991.1","XP_007642991.1","Dhx30","putative ATP-dependent RNA helicase DHX30 isoform X4","XP_007642991.1"
"mapping_line","13972","15779","GeneID:100763879,Genbank:XP_007642992.1","XP_007642992.1","Dhx30","putative ATP-dependent RNA helicase DHX30 isoform X2","XP_007642992.1"
"mapping_line","13973","15777","GeneID:100763879,Genbank:XP_007642993.1","XP_007642993.1","Dhx30","putative ATP-dependent RNA helicase DHX30 isoform X2","XP_007642993.1"
"mapping_line","13974","15775","GeneID:100763879,Genbank:XP_007642994.1","XP_007642994.1","Dhx30","putative ATP-dependent RNA helicase DHX30 isoform X2","XP_007642994.1"
"mapping_line","13975","15780","GeneID:100763879,Genbank:XP_007642995.1","XP_007642995.1","Dhx30","putative ATP-dependent RNA helicase DHX30 isoform X3","XP_007642995.1"
"mapping_line","13976","15781","GeneID:100763879,Genbank:XP_003504295.1","XP_003504295.1","Dhx30","putative ATP-dependent RNA helicase DHX30 isoform X1","XP_003504295.1"
"mapping_line","13977","15782","GeneID:100768250,Genbank:XP_003504309.1","XP_003504309.1","Smarcc1","SWI/SNF complex subunit SMARCC1 isoform X1","XP_003504309.1"
"mapping_line","13978","15783","GeneID:100768532,Genbank:XP_007643005.1","XP_007643005.1","Cspg5","chondroitin sulfate proteoglycan 5 isoform X1","XP_007643005.1"
"mapping_line","13979","15784","GeneID:100764169,Genbank:XP_003504296.1","XP_003504296.1","Elp6","elongator complex protein 6 isoform X1","XP_003504296.1"
"mapping_line","13981","15786","GeneID:100764470,Genbank:XP_003504297.1","XP_003504297.1","Ptpn23","tyrosine-protein phosphatase non-receptor type 23 isoform X1","XP_003504297.1"
"mapping_line","13983","15789","GeneID:100765054,Genbank:XP_003504298.1","XP_003504298.1","Klhl18","kelch-like protein 18 isoform X2","XP_003504298.1"
"mapping_line","13984","15788","GeneID:100765054,Genbank:XP_007642997.1","XP_007642997.1","Klhl18","kelch-like protein 18 isoform X1","XP_007642997.1"
"mapping_line","13985","15790","GeneID:100765346,Genbank:XP_003504299.1","XP_003504299.1","LOC100765346","15 kDa protein B-like","XP_003504299.1"
"mapping_line","13986","15791","GeneID:100768828,Genbank:XP_007643006.1","XP_007643006.1","Kif9","kinesin-like protein KIF9 isoform X1","XP_007643006.1"
"mapping_line","13987","15792","GeneID:100765637,Genbank:XP_003504300.2","XP_003504300.2","Setd2","histone-lysine N-methyltransferase SETD2 isoform X1","XP_003504300.2"
"mapping_line","13988","15793","GeneID:100765926,Genbank:XP_007642998.1","XP_007642998.1","LOC100765926","death domain-containing membrane protein NRADD isoform X1","XP_007642998.1"
"mapping_line","13989","15795","GeneID:100765926,Genbank:XP_003504301.1","XP_003504301.1","LOC100765926","death domain-containing membrane protein NRADD isoform X1","XP_003504301.1"
"mapping_line","13990","15794","GeneID:100765926,Genbank:XP_007642999.1","XP_007642999.1","LOC100765926","death domain-containing membrane protein NRADD isoform X1","XP_007642999.1"
"mapping_line","13991","15797","GeneID:100769109,Genbank:XP_007643001.1","XP_007643001.1","Nbeal2","neurobeachin-like protein 2 isoform X2","XP_007643001.1"
"mapping_line","13992","15796","GeneID:100769109,Genbank:XP_007643000.1","XP_007643000.1","Nbeal2","neurobeachin-like protein 2 isoform X1","XP_007643000.1"
"mapping_line","13993","15798","GeneID:100769109,Genbank:XP_007643002.1","XP_007643002.1","Nbeal2","neurobeachin-like protein 2 isoform X3","XP_007643002.1"
"mapping_line","13994","15799","GeneID:100766224,Genbank:XP_003504302.1","XP_003504302.1","Ccdc12","coiled-coil domain-containing protein 12","XP_003504302.1"
"mapping_line","13995","15800","GeneID:100769401,Genbank:XP_007643007.1","XP_007643007.1","Pth1r","parathyroid hormone/parathyroid hormone-related peptide receptor isoform X1","XP_007643007.1"
"mapping_line","13997","15802","GeneID:100769687,Genbank:XP_007643008.1","XP_007643008.1","Ankrd30a","ankyrin repeat domain-containing protein 30A isoform X1","XP_007643008.1"
"mapping_line","13998","15803","GeneID:100769687,Genbank:XP_003504314.1","XP_003504314.1","Ankrd30a","ankyrin repeat domain-containing protein 30A isoform X2","XP_003504314.1"
"mapping_line","13999","15805","GeneID:100769687,Genbank:XP_007643009.1","XP_007643009.1","Ankrd30a","ankyrin repeat domain-containing protein 30A isoform X3","XP_007643009.1"
"mapping_line","14000","15806","GeneID:100769977,Genbank:XP_003504315.1","XP_003504315.1","LOC100769977","zinc finger protein 25","XP_003504315.1"
"mapping_line","14001","15807","GeneID:100770262,Genbank:XP_007643010.1","XP_007643010.1","Znf248","zinc finger protein 248 isoform X1","XP_007643010.1"
"mapping_line","14002","15808","GeneID:100770262,Genbank:XP_003504316.1","XP_003504316.1","Znf248","zinc finger protein 248 isoform X2","XP_003504316.1"
"mapping_line","14003","15809","GeneID:100770546,Genbank:XP_003504317.1","XP_003504317.1","Bms1","ribosome biogenesis protein BMS1 homolog isoform X1","XP_003504317.1"
"mapping_line","14004","15810","GeneID:100770546,Genbank:XP_007643011.1","XP_007643011.1","Bms1","ribosome biogenesis protein BMS1 homolog isoform X2","XP_007643011.1"
"mapping_line","14005","15811","GeneID:100772741,Genbank:XP_003504323.1","XP_003504323.1","Ret","proto-oncogene tyrosine-protein kinase receptor Ret isoform X1","XP_003504323.1"
"mapping_line","14006","15813","GeneID:100770830,Genbank:XP_003504318.1","XP_003504318.1","Csgalnact2","chondroitin sulfate N-acetylgalactosaminyltransferase 2","XP_003504318.1"
"mapping_line","14007","15812","GeneID:100770830,Genbank:XP_007643012.1","XP_007643012.1","Csgalnact2","chondroitin sulfate N-acetylgalactosaminyltransferase 2","XP_007643012.1"
"mapping_line","14008","15814","GeneID:100771113,Genbank:XP_007643013.1","XP_007643013.1","Rasgef1a","ras-GEF domain-containing family member 1A","XP_007643013.1"
"mapping_line","14009","15815","GeneID:100773029,Genbank:XP_007643018.1","XP_007643018.1","Fxyd4","FXYD domain-containing ion transport regulator 4","XP_007643018.1"
"mapping_line","14012","15818","GeneID:100771982,Genbank:XP_007643015.1","XP_007643015.1","Znf32","zinc finger protein 32 isoform X2","XP_007643015.1"
"mapping_line","14013","15820","GeneID:103164025,Genbank:XP_007643020.1","XP_007643020.1","LOC103164025","oxysterol-binding protein-related protein 1-like","XP_007643020.1"
"mapping_line","14014","15822","GeneID:100774193,Genbank:XP_007643021.1","XP_007643021.1","Impact","protein IMPACT isoform X1","XP_007643021.1"
"mapping_line","14017","15825","GeneID:100754410,Genbank:XP_003504340.1","XP_003504340.1","Sntb2","beta-2-syntrophin isoform X1","XP_003504340.1"
"mapping_line","14018","15826","GeneID:100757324,Genbank:XP_007643025.1","XP_007643025.1","Cirh1a","cirhin","XP_007643025.1"
"mapping_line","14019","15827","GeneID:100757324,Genbank:XP_007643026.1","XP_007643026.1","Cirh1a","cirhin","XP_007643026.1"
"mapping_line","14020","15828","GeneID:100757608,Genbank:XP_003504350.1","XP_003504350.1","Chtf8","chromosome transmission fidelity protein 8 homolog","XP_003504350.1"
"mapping_line","14021","15829","GeneID:100757895,Genbank:XP_007643027.1","XP_007643027.1","Has3","hyaluronan synthase 3 isoform X3","XP_007643027.1"
"mapping_line","14022","15830","GeneID:100757895,Genbank:XP_003504351.1","XP_003504351.1","Has3","hyaluronan synthase 3 isoform X1","XP_003504351.1"
"mapping_line","14023","15831","GeneID:100754699,Genbank:XP_003504341.1","XP_003504341.1","Tango6","transport and Golgi organization protein 6 homolog isoform X1","XP_003504341.1"
"mapping_line","14024","15832","GeneID:100758185,Genbank:XP_003504352.1","XP_003504352.1","Cdh1","cadherin-1 isoform X1","XP_003504352.1"
"mapping_line","14025","15833","GeneID:100758473,Genbank:XP_007643028.1","XP_007643028.1","Cdh3","cadherin-3 isoform X2","XP_007643028.1"
"mapping_line","14026","15834","GeneID:100758473,Genbank:XP_003504353.1","XP_003504353.1","Cdh3","cadherin-3 isoform X1","XP_003504353.1"
"mapping_line","14027","15840","GeneID:100759053,Genbank:XP_003504354.1","XP_003504354.1","Zfp90","zinc finger protein 90 homolog isoform X1","XP_003504354.1"
"mapping_line","14028","15839","GeneID:100759053,Genbank:XP_007643029.1","XP_007643029.1","Zfp90","zinc finger protein 90 homolog isoform X1","XP_007643029.1"
"mapping_line","14029","15838","GeneID:100759053,Genbank:XP_007643030.1","XP_007643030.1","Zfp90","zinc finger protein 90 homolog isoform X1","XP_007643030.1"
"mapping_line","14030","15841","GeneID:100759053,Genbank:XP_007643031.1","XP_007643031.1","Zfp90","zinc finger protein 90 homolog isoform X2","XP_007643031.1"
"mapping_line","14031","15843","GeneID:100755276,Genbank:XP_007643048.1","XP_007643048.1","Smpd3","sphingomyelin phosphodiesterase 3 isoform X1","XP_007643048.1"
"mapping_line","14032","15844","GeneID:100759617,Genbank:XP_003504356.1","XP_003504356.1","Prmt7","protein arginine N-methyltransferase 7 isoform X1","XP_003504356.1"
"mapping_line","14033","15845","GeneID:100759617,Genbank:XP_003504355.1","XP_003504355.1","Prmt7","protein arginine N-methyltransferase 7 isoform X2","XP_003504355.1"
"mapping_line","14034","15847","GeneID:100759617,Genbank:XP_007643032.1","XP_007643032.1","Prmt7","protein arginine N-methyltransferase 7 isoform X2","XP_007643032.1"
"mapping_line","14035","15846","GeneID:100759617,Genbank:XP_007643033.1","XP_007643033.1","Prmt7","protein arginine N-methyltransferase 7 isoform X3","XP_007643033.1"
"mapping_line","14036","15848","GeneID:100759617,Genbank:XP_007643034.1","XP_007643034.1","Prmt7","protein arginine N-methyltransferase 7 isoform X3","XP_007643034.1"
"mapping_line","14038","15850","GeneID:100760403,Genbank:XP_003504358.1","XP_003504358.1","Slc7a6","Y+L amino acid transporter 2","XP_003504358.1"
"mapping_line","14039","15851","GeneID:100760699,Genbank:XP_003504359.1","XP_003504359.1","Pla2g15","group XV phospholipase A2 isoform X1","XP_003504359.1"
"mapping_line","14040","15852","GeneID:100755569,Genbank:XP_007643049.1","XP_007643049.1","Esrp2","epithelial splicing regulatory protein 2 isoform X1","XP_007643049.1"
"mapping_line","14041","15853","GeneID:100760989,Genbank:XP_007643036.1","XP_007643036.1","Nfatc3","nuclear factor of activated T-cells%2C cytoplasmic 3 isoform X3","XP_007643036.1"
"mapping_line","14042","15854","GeneID:100760989,Genbank:XP_003504360.1","XP_003504360.1","Nfatc3","nuclear factor of activated T-cells%2C cytoplasmic 3 isoform X1","XP_003504360.1"
"mapping_line","14043","15855","GeneID:100760989,Genbank:XP_003504361.1","XP_003504361.1","Nfatc3","nuclear factor of activated T-cells%2C cytoplasmic 3 isoform X2","XP_003504361.1"
"mapping_line","14044","15856","GeneID:100750570,Genbank:XP_003504329.1","XP_003504329.1","Dus2","tRNA-dihydrouridine(20) synthase [NAD(P)+]-like","XP_003504329.1"
"mapping_line","14045","15857","GeneID:100750865,Genbank:XP_007643037.1","XP_007643037.1","Ddx28","probable ATP-dependent RNA helicase DDX28","XP_007643037.1"
"mapping_line","14047","15859","GeneID:100756154,Genbank:XP_007643039.1","XP_007643039.1","Dpep3","dipeptidase 3","XP_007643039.1"
"mapping_line","14048","15860","GeneID:100751159,Genbank:XP_007643050.1","XP_007643050.1","Slc12a4","solute carrier family 12 member 4 isoform X1","XP_007643050.1"
"mapping_line","14049","15861","GeneID:100751451,Genbank:XP_003504331.1","XP_003504331.1","Lcat","phosphatidylcholine-sterol acyltransferase isoform X2","XP_003504331.1"
"mapping_line","14050","15862","GeneID:100751451,Genbank:XP_007643040.1","XP_007643040.1","Lcat","phosphatidylcholine-sterol acyltransferase isoform X1","XP_007643040.1"
"mapping_line","14051","15863","GeneID:100751737,Genbank:XP_007643042.1","XP_007643042.1","Psmb10","proteasome subunit beta type-10 isoform X1","XP_007643042.1"
"mapping_line","14052","15864","GeneID:100751737,Genbank:XP_003504332.1","XP_003504332.1","Psmb10","proteasome subunit beta type-10 isoform X2","XP_003504332.1"
"mapping_line","14053","15865","GeneID:100756444,Genbank:XP_003504347.1","XP_003504347.1","Ctrl","chymotrypsin-like protease CTRL-1","XP_003504347.1"
"mapping_line","14054","15866","GeneID:100752023,Genbank:XP_003504333.1","XP_003504333.1","Pskh1","serine/threonine-protein kinase H1","XP_003504333.1"
"mapping_line","14055","15867","GeneID:100752618,Genbank:XP_003504334.1","XP_003504334.1","Nrn1l","neuritin-like protein","XP_003504334.1"
"mapping_line","14056","15868","GeneID:100752917,Genbank:XP_003504335.1","XP_003504335.1","Edc4","enhancer of mRNA-decapping protein 4 isoform X2","XP_003504335.1"
"mapping_line","14057","15869","GeneID:100752917,Genbank:XP_007643043.1","XP_007643043.1","Edc4","enhancer of mRNA-decapping protein 4 isoform X1","XP_007643043.1"
